"DMF No",STATUS,"Submission Date","DMF Holder",Molecule
25797,A,2/17/2012,"CHROMO LABORATORIES INDIA PRIVATE LTD","CANDESARTAN CILEXETIL USP"
25798,A,2/16/2012,"SYMBIOTEC PHARMALAB PRIVATE LTD","BETAMETHASONE DIPROPIONATE "
25800,A,2/21/2012,"HETERO LABS LTD","BENDAMUSTINE HYDROCHLORIDE MONOHYDRATE"
25805,A,3/26/2012,"EMCURE PHARMACEUTICALS LTD","ZILEUTON USP"
25806,A,3/27/2012,"EMCURE PHARMACEUTICALS LTD","PROMETHAZINE HYDROCHLORIDE USP"
25807,A,3/31/2012,"EMCURE PHARMACEUTICALS LTD","BENDAMUSTINE HYDROCHLORIDE"
25808,A,3/27/2012,"EMCURE PHARMACEUTICALS LTD","ETODOLAC USP"
25809,A,3/30/2012,"EMCURE PHARMACEUTICALS LTD","ACAMPROSATE CALCIUM"
25810,A,3/14/2012,"AUROBINDO PHARMA LTD","TELMISARTAN USP (NON-STERILE DRUG SUBSTANCE)"
25811,A,12/22/2011,"JOHNSON MATTHEY INC PHARMACEUTICAL MATERIALS GROUP","JOHNSON MATTHEY 1319"
25814,A,2/22/2012,"CATALENT PHARMA SOLUTIONS LLC","MDV3100, 40MG, CAPSULES (SOFTGELS) "
25815,A,2/22/2012,"APOTEX PHARMACHEM INDIA PVT LTD","TADALAFIL USP"
25816,A,4/02/2012,"LUPIN LTD","ESTRADIOL HEMIHYDRATE USP"
25817,A,2/22/2012,"NEULAND LABORATORIES LTD","BRINZOLAMIDE, USP"
25820,A,4/02/2012,"LUPIN LTD","AZITHROMYCIN MONOHYDRATE USP (PROCESS B) "
25821,A,2/23/2012,"NINGBO RENJIAN PHARMACEUTICAL GROUP CO LTD","HUMAN CHORIONIC GONADOTROPIN USP "
25822,A,2/23/2012,"FUJIAN SOUTH PHARMACEUTICAL CO LTD","PACLITAXEL (SEMI-SYNTHETIC) USP NON STERILE BULK DRUG SUBSTANCE"
25825,A,2/22/2012,"JIANGXI SYNERGY PHARMACEUTICAL CO LTD",GABAPENTIN
25826,A,2/24/2012,"OLON SPA","BENDAMUSTINE HCL"
25827,A,2/22/2012,"SWATI SPENTOSE PVT LTD","PENTOSAN POLYSULFATE SODIUM"
25829,A,3/24/2012,"CTX LIFE SCIENCES PVT LTD","TERAZOSIN HYDROCHLORIDE DIHYDRATE USP"
25830,A,2/22/2012,"SWATI SPENTOSE PRIVATE LTD","LIDOCAINE USP"
25831,A,2/24/2012,"ST GOBAIN PERFORMANCE PLASTICS CORP","TYGONr 2475 HIGH PURITY TUBING AND TYGONr 2475 I.B. HIGH PURITY PRESSURE TUBING"
25835,A,2/17/2012,"SUNBIO INC","METHOXY POLYETHYLENE GLYCOL PROPIONALDEHYDE 20,000"
25837,A,2/21/2012,"MSN LABORATORIES PRIVATE LTD","DEFERASIROX [ROUTE CODE - ""DR""]"
25840,A,11/22/2011,"NANDU CHEMICAL INDUSTRIES","POTASSIUM CHLORIDE BP"
25841,A,11/22/2011,"NANDU CHEMICAL INDUSTRIES","MAGNESIUM CHLORIDE HEXAHYDRATE BP"
25845,A,2/27/2012,"AREVIPHARMA GMBH",TORASEMIDE
25846,A,3/02/2012,"THRESHOLD PHARMACEUTICALS INC",SN35006
25847,A,3/02/2012,"THRESHOLD PHARMACEUTICALS INC",SN33962
25848,A,3/01/2012,"SECOND PHARMA CO LTD",VALSARTAN
25849,A,3/13/2012,"AMOLI ORGANICS PVT LTD","HYDROCHLOROTHIAZIDE USP"
25850,A,3/05/2012,"SAVIOR LIFETEC CORP TAINAN BRANCH","STERILE SODIUM BICARBONATE USP"
25851,A,2/28/2012,"ORCHEV PHARMA PVT LTD","RANITIDINE HYDROCHLORIDE USP"
25853,A,3/23/2012,"3D IMAGING DRUG DESIGN AND DEVELOPMENT LLC","SODIUM IODIDE I 124"
25854,A,3/30/2012,"LUPIN LTD","ESTRADIOL VALERATE USP"
25855,A,3/24/2012,"DR REDDYS LABORATORIES LTD","GLATIRAMER ACETATE "
25856,A,3/30/2012,"NORAMCO INC","CODEINE PHOSPHATE"
25857,A,6/13/2012,"PAR PHARMACEUTICAL INC","TOLCAPONE, USP"
25858,A,3/30/2012,"DR REDDYS LABORATORIES LTD","ESOMEPRAZOLE MAGNESIUM TRIHYDRATE, USP"
25859,A,3/15/2012,"ALP PHARM BEIJING CO LTD","D-METHIONINE "
25860,A,3/07/2012,"ULKAR KIMYA SANAYII VE TICARET AS","OLMESARTAN MEDOXOMIL USP"
25861,A,3/07/2012,"ULKAR KIMYA SANAYII VE TICARET AS","IRBESARTAN USP"
25865,A,3/30/2012,"DR REDDYS LABORATORIES LTD","MILNACIPRAN HYDROCHLORIDE"
25866,A,3/28/2012,"SUN PHARMACEUTICAL INDUSTRIES LTD","GANIRELIX ACETATE"
25867,A,3/02/2012,"TEVA PHARMACEUTICAL INDUSTRIES LTD","SITAGLIPTIN PHOSPHATE"
25868,A,4/20/2012,"IND SWIFT LABORATORIES LTD","CLOPIDOGREL CAMPHOR SULFONATE"
25869,A,3/31/2012,"UNIMARK REMEDIES LTD","MEROPENEM TECHNICAL"
25871,A,12/22/2011,"ERREGIERRE SPA",RIVASTIGMINE
25873,A,3/30/2012,"DR REDDYS LABORATORIES LTD","ESCITALOPRAM OXALATE (PROCESS II)"
25874,A,3/12/2012,"DERIVADOS QUIMICOS SAU","RACEPINEPHRINE HYDROCHLORIDE"
25875,A,3/16/2012,"DSM SINOCHEM PHARMACEUTICALS NETHERLANDS BV","AMOXICILLIN TRIHYDRATE (PURIMOX)"
25877,A,3/02/2012,"SHOUGUANG FUKANG PHARMACEUTICAL CO LTD","LANSOPRAZOLE "
25878,A,12/12/2011,"ANYGEN CO LTD","LEUPRORELIN ACETATE"
25879,A,4/04/2012,"LUPIN LTD","LOSARTAN POTASSIUM USP (CRYSTALLINE)"
25880,A,3/30/2012,"DR REDDYS LABORATORIES LTD","BAZEDOXIFENE ACETATE"
25881,A,3/03/2012,"MSN LABORATORIES PRIVATE LTD","TROSPIUM CHLORIDE USP [ROUTE CODE - ""TC""]"
25882,A,3/19/2012,"COVALENT LABORATORIES PRIVATE LTD","CEFDINIR USP"
25883,A,3/16/2012,"APTALIS PHARMA SRL","PANCREATIC ENZYME PRODUCT (PEP) DELAYED RELEASE CAPSULES 750 U USPL"
25887,A,4/02/2012,"ALEMBIC PHARMACEUTICALS LTD","SOLIFENACIN SUCCINATE"
25888,A,3/30/2012,"JUBILANT GENERICS LTD",DEFERASIROX
25889,A,3/29/2012,"JUBILANT GENERICS LTD","CINACALCET HYDROCHLORIDE"
25890,A,3/29/2012,"JUBILANT GENERICS LTD","DULOXETINE HYDROCHLORIDE"
25891,A,4/16/2012,"ZHUHAI UNITED LABORATORIES CO LTD","MEROPENEM FOR INJECTION BULK STERILE "
25892,A,4/09/2012,"CTX LIFE SCIENCES PVT LTD","AMIODARONE HYDROCHLORIDE USP"
25894,A,3/19/2012,"FORMOSA LABORATORIES INC",IXABEPILONE
25895,A,3/19/2012,"LABORATORIOS IMPERIALES SA DE CV","BISMUTH SUBNITRATE"
25897,A,3/31/2012,"ZHEJIANG HISUN PHARMACEUTICAL CO LTD","ANASTROZOLE USP"
25898,A,3/21/2012,"ALEMBIC PHARMACEUTICALS LTD","PRASUGREL HYDROCHLORIDE "
25899,A,3/02/2012,"CSPC INNOVATION PHARM CO LTD",PENTOXIFYLLINE
25901,A,4/02/2012,"AUROBINDO PHARMA LTD","CLINDAMYCIN HYDROCHLORIDE USP"
25902,A,3/23/2012,"DR REDDYS LABORATORIES LTD","ATORVASTATIN CALCIUM (BUTYLATED HYDROXY ANISOLE PREMIX) "
25903,A,3/19/2012,"LAURUS LABS LTD",BIMATOPROST
25904,A,3/01/2012,"QILU TIANHE PHARMACEUTICAL CO LTD","PIPERACILLIN (NON-STERILE API)"
25905,A,7/18/2012,"SHILPA MEDICARE LTD","ZOLEDRONIC ACID"
25906,A,6/19/2012,"GLAXOSMITHKLINE LLC","VILANTEROL TRIFENATATE (GW642444)"
25907,A,3/30/2012,"UNICHEM LABORATORIES LTD","PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE USP"
25909,A,4/18/2012,"TRIS PHARMA INC","METHYLPHENIDATE ERCT (METHYLPHENIDATE HCI ER CHEWABLE TABLETS) "
25910,A,5/08/2012,"DR REDDYS LABORATORIES LTD",RIVASTIGMINE
25913,A,5/05/2012,"NECTAR LIFESCIENCES LTD","CEFEPIME FOR INJECTION USP (STERILE BULK) DRUG SUBSTANCE"
25914,A,3/27/2012,"UQUIFA MEXICO SA DE CV","ALBENDAZOLE "
25915,A,4/02/2012,"CADILA HEALTHCARE LTD","BOSENTAN MONOHYDRATE"
25916,A,5/17/2012,"CADILA HEALTHCARE LTD","FESOTERODINE FUMARATE"
25918,A,3/28/2012,"INDUSTRIALE CHIMICA SRL","BRINZOLAMIDE, USP "
25924,A,3/30/2012,"PATHEON API MANUFACTURING INC",LATANOPROST
25925,A,3/27/2012,"MEITEK TECHNOLOGY QINGDAO CO LTD","CHONDROITIN SULFATE CALCIUM"
25926,A,3/30/2012,"AMRI RENSSELAER INC","PENTOBARBITAL SODIUM, USP DRUG SUBSTANCE"
25930,A,3/30/2012,"SHARON BIO MEDICINE LTD","MOXIFLOXACIN HYDROCHLORIDE USP "
25931,A,4/02/2012,"INDUSTRIALE CHIMICA SRL",LATANOPROST
25932,A,3/27/2012,"ERREGIERRE SPA",N-[4-(TRIFLUOROMETHYL)BENZYL]-4-METHOXYBUTYRAMIDE
25933,A,3/27/2012,"FARMABIOS SPA",BUSULFAN
25935,A,5/19/2012,"GLAND PHARMA LTD","TIGECYCLINE USP"
25936,A,5/29/2012,"TOPCHEM PHARMACEUTICALS LTD","ETHACRYNIC ACID"
25937,A,4/20/2012,"TOPCHEM PHARMACEUTICALS LTD","BRETYLIUM TOSYLATE"
25938,A,6/06/2012,"GLAND CHEMICALS PRIVATE LTD","GEMCITABINE HYDROCHLORIDE USP"
25939,A,4/02/2012,"FARMAK AS","REGADENOSON MONOHYDRATE"
25942,A,3/30/2012,"NANOSHIFT LLC","TRIAPINE® DRUG SUBSTANCE"
25943,A,3/30/2012,"NANOSHIFT LLC","TRIAPINE® INJECTION"
25944,A,4/03/2012,"LIPOID GMBH","LIPOID S 100 "
25947,A,5/17/2012,"ADELLO BIOLOGICS LLC","COMPOUND FILGRASTIM (G-CSF) CONCENTRATED SOLUTION, EP"
25954,A,10/26/2011,"FERMION OY","QUETIAPINE FUMARATE ""ALTERNATIVE PROCESS"""
25955,A,3/29/2012,"RAKS PHARMA PVT LTD","DOXYCYCLINE HYCLATE, USP"
25956,A,4/11/2012,"STRIDES SHASUN LTD","PITAVASTATIN CALCIUM"
25957,A,4/10/2012,"CF PHARMA LTD",METHOTREXATE
25961,A,10/31/2013,"MALLINCKRODT INC","HYDROCODONE BITARTRATE USP CRYSTALS(NP)"
25963,A,3/06/2012,"SWATI SPENTOSE PRIVATE LTD","LIDOCAINE HYDROCHLORIDE USP"
25964,A,3/27/2012,"PARABOLIC DRUGS LTD",DEFERASIROX
25970,A,4/12/2012,"INCELL CORP LLC","ZSOL:F, ZSOL:M AND ZSOL:MH BIOPROCESSING BUFFER FAMILY"
25973,A,4/16/2012,"OLON SPA","ETHACRYNIC ACID "
25976,A,4/23/2012,"AUROBINDO PHARMA LTD","PALONOSETRON HYDROCHLORIDE (NON-STERILE DRUG SUBSTANCE)"
25978,A,5/16/2012,"RELIANCE LIFE SCIENCES PVT LTD","ERLOTINIB HYDROCHLORIDE"
25980,A,4/16/2012,"SYN-TECH CHEM AND PHARM CO LTD","GRANISETRON BASE"
25982,A,4/18/2012,"ZHEJIANG GUOBANG PHARMACEUTICAL CO LTD","CLARITHROMYCIN USP"
25985,A,4/20/2012,"ST GOBAIN PERFORMANCE PLASTICS CORP","SANI-TECH® ULTRA 65 SILICONE TUBING "
25986,A,4/20/2012,"RA CHEM PHARMA LTD","ITRACONAZOLE USP"
25987,A,4/23/2012,"HOVIONE FARMACIENCIA SA","MOMETASONE FUROATE MONOHYDRATE INHALATION GRADE"
25988,A,4/23/2012,"CQ INTERNATIONAL CO INC",DECITABINE
25989,A,4/13/2012,"CAMBREX PROFARMACO MILANO SRL",EPINEPHRINE
25992,A,4/28/2012,"ZHEJIANG HISUN PHARMACEUTICAL CO LTD","FLUVASTATIN SODIUM USP"
25993,A,5/07/2012,"SRI KRISHNA PHARMACEUTICALS LTD","GLIPIZIDE USP"
25996,A,4/24/2012,"ZHEJIANG JINHUA CONBA BIO PHARM CO LTD",ARIPIPRAZOLE
26004,A,4/20/2012,"PIRAMAL ENTERPRISES LTD",SULINDAC
26009,A,3/21/2012,"QILU TIANHE PHARMACEUTICAL CO LTD","PIPERACILLIN SODIUM AND TAZOBACTAM SODIUM (8:1) (STERILE API)"
26013,A,6/01/2012,"APICORE US LLC","ETHACRYNIC ACID USP"
26016,A,4/30/2012,"CERBIOS PHARMA SA","(6S)-5-METHYLTETRAHYDROFOLIC ACID CALCIUM SALT"
26017,A,5/02/2012,"HETERO DRUGS LTD","RIZATRIPTAN BENZOATE USP"
26018,A,7/13/2012,"SUN PHARMACEUTICAL INDUSTRIES LTD","CAPECITABINE USP"
26020,A,5/02/2012,"SYMBIOTEC PHARMALAB PRIVATE LTD","ETHINYL ESTRADIOL, USP (MICRONIZED) "
26021,A,5/02/2012,"SYMBIOTEC PHARMALAB PRIVATE LTD","ETHYNODIOL DIACETATE, USP (MICRONIZED) "
26022,A,4/28/2012,"ZHEJIANG NEO DANKONG PHARMACEUTICAL CO LTD","ATORVASTATIN CALCIUM, NON-STERILE BULK DRUG SUBSTANCES"
26023,A,4/25/2012,"MYLAN LABORATORIES LTD","DRONEDARONE HYDROCHLORIDE"
26024,A,5/03/2012,"MSN LABORATORIES PRIVATE LTD","ESMOLOL HYDROCHLORIDE USP [ROUTE CODE-""EH""]

"
26025,A,4/20/2012,"AVRA LABORATORIES PRIVATE LTD",10-HYDROXYCAMPTOTHECIN
26026,A,5/08/2012,"PROTEUS SA","NEOSAXITOXIN 200æG/ML"
26028,A,5/05/2012,"DIVIS LABORATORIES LTD","TELMISARTAN, USP"
26029,A,5/08/2012,"MAC CHEM PRODUCTS INDIA PVT LTD","CARBOPLATIN USP "
26030,A,5/08/2012,"LIVZON GROUP FUZHOU FUXING PHARMACEUTICAL CO LTD","VANCOMYCIN HYDROCHLORIDE, LYOPHILIZED "
26031,A,4/27/2012,"KREATIVE ORGANICS PRIVATE LTD",SALSALATE
26032,A,8/16/2012,"EXCELLA GMBH AND CO KG",TEMOZOLOMIDE
26033,A,5/23/2012,"IPCA LABORATORIES LTD","CETIRIZINE HYDROCHLORIDE USP (CZ5 PROCESS)"
26035,A,6/01/2012,"AUROBINDO PHARMA LTD","OLMESARTAN MEDOXOMIL USP"
26038,A,5/09/2012,"NEULAND LABORATORIES LTD","BOSENTAN MONOHYDRATE"
26039,A,5/07/2012,"BLOOMAGE FREDA BIOPHARM CO LTD","SODIUM HYALURONATE (HA-P-0.5)"
26041,A,5/11/2012,"JIANGSU HENGRUI MEDICINE CO LTD","CYCLOPHOSPHAMIDE, USP, STERILE, BULK DRUG SUBSTANCE"
26042,A,5/08/2012,"RAKS PHARMA PVT LTD",LINEZOLID
26043,A,1/31/2013,"CHONGQING SHENGHUAXI PHARMACEUTICAL CO LTD",FEBUXOSTAT
26044,A,5/15/2012,"HETERO LABS LTD",ETORICOXIB
26045,A,5/15/2012,"HETERO DRUGS LTD","ZIPRASIDONE HYDROCHLORIDE, USP"
26047,A,6/08/2012,"UNIMARK REMEDIES LTD","CEFIXIME USP"
26048,A,5/23/2012,"ZHEJIANG HISUN PHARMACEUTICAL CO LTD","SIMVASTATIN (BHA ADDED) USP"
26049,A,6/14/2012,"ZHEJIANG HISUN PHARMACEUTICAL CO LTD","DEMECLOCYCLINE HYDROCHLORIDE USP"
26050,A,7/20/2012,"ZHEJIANG HISUN PHARMACEUTICAL CO LTD","MINOCYCLINE HYDROCHLORIDE"
26052,A,5/14/2012,"SIEGFRIED LTD",BUPRENORPHINE
26056,A,8/31/2012,"PRONOVA BIOPHARMA NORGE AS","OMEGA-3-ACID ETHYL ESTERS"
26059,A,5/25/2012,"AMPHASTAR NANJING PHARMACEUTICALS INC","SEMI-PURIFIED HEPARIN SODIUM "
26061,A,5/09/2012,"QILU PHARMACEUTICAL CO LTD","EXEMESTANE (NON-STERILE, API) "
26063,A,5/17/2012,"ZHEJIANG JIUZHOU PHARMACEUTICAL CO LTD",LCA45
26065,A,5/11/2012,"PIRAMAL ENTERPRISES LTD",APREPITANT
26067,A,5/18/2012,"MAPRIMED SA","ZOLEDRONIC ACID MONOHYDRATE (CODE 50787) "
26068,A,5/17/2012,"TEVA PHARMACEUTICAL INDUSTRIES LTD","EZETIMIBE DRUG SUBSTANCE"
26070,A,6/15/2012,"INTERNATIONAL MEDICATION SYSTEMS LTD","HEPARIN SODIUM USP"
26071,A,5/31/2012,"CADILA HEALTHCARE LTD","FEBUXOSTAT API"
26072,A,7/02/2012,"CADILA HEALTHCARE LTD","OLANZAPINE USP"
26073,A,5/31/2012,"CADILA HEALTHCARE LTD","ROSUVASTATIN CALCIUM"
26074,A,5/22/2012,"HETERO DRUGS LTD","MOXIFLOXACIN HYDROCHLORIDE"
26075,A,5/18/2012,"CHEMWERTH INC","ARSENIC TRIOXIDE, NON-STERILE, BULK DRUG SUBSTANCE"
26076,A,5/21/2012,"SEQUENT SCIENTIFIC LTD",PRAZIQUANTEL
26077,A,6/13/2012,"WATSON PHARMA PRIVATE LTD","OXYBUTYNIN BASE"
26078,A,5/22/2012,"MSN LABORATORIES PRIVATE LTD","CAPECITABINE USP [ROUTE CODE - ""CT""]"
26079,A,5/23/2012,"HETERO DRUGS LTD","VALGANCICLOVIR HYDROCHLORIDE, USP "
26080,A,5/22/2012,"HETERO DRUGS LTD","FENOFIBRATE, USP"
26081,A,5/14/2012,"CAYMAN PHARMA SRO",LATANOPROST
26082,A,5/18/2012,"NAGAOKA AND CO LTD","MENTHA OIL JP"
26083,A,5/24/2012,"SHASUN PHARMACEUTICALS LTD","TENOFOVIR DISOPROXIL FUMARATE"
26084,A,5/22/2012,"RAKS PHARMA PVT LTD","ATORVASTATIN CALCIUM STABILIZED"
26085,A,6/28/2012,"GLENMARK PHARMACEUTICALS LTD","DRONEDARONE HYDROCHLORIDE"
26086,A,5/24/2012,"SIGMA ALDRICH MANUFACTURING LLC","HYALURONIDASE "
26087,A,5/23/2012,"RAKS PHARMA PVT LTD","DEXLANSOPRAZOLE API"
26088,A,5/16/2012,"ZHEJIANG JIANGBEI PHARMACEUTICAL CO LTD","SIMVASTATIN AMMONIUM SALT (ALTERNATIVE PROCESS)"
26091,A,12/30/2013,"HUBEI HONCH PHARMACEUTICAL CO LTD","VINORELBINE TARTRATE"
26097,A,5/26/2012,"ZHEJIANG TIANYU PHARMACEUTICAL CO LTD","MONTELUKAST BACKONE DIOL"
26098,A,6/08/2012,"MEIJI SEIKA PHARMA CO LTD","ARBEKACIN FREE BASE DRUG SUBSTANCE (ME1100)"
26099,A,5/30/2012,"HETERO DRUGS LTD","ELETRIPTAN HYDROBROMIDE"
26100,A,5/30/2012,"HETERO DRUGS LTD","SEVELAMER HYDROCHLORIDE"
26101,A,5/18/2012,"BIOCON LTD",ORLISTAT
26102,A,9/07/2012,"AUROBINDO PHARMA LTD","ESOMEPRAZOLE SODIUM (NON-STERILE DRUG SUBSTANCE)"
26103,A,11/28/2012,"TARO PHARMACEUTICAL INDUSTRIES LTD","PROGUANIL HYDROCHLORIDE USP"
26104,A,5/30/2012,"OLON SPA","ASENAPINE MALEATE"
26105,A,9/30/2012,"EMCURE PHARMACEUTICALS LTD",ZOLMITRIPTAN
26107,A,5/31/2012,"HUBEI HAOSUN PHARMACEUTICAL CO LTD",OXALIPLATIN
26108,A,5/31/2012,"CATALENT PHARMA SOLUTIONS LLC","WC3042-08P CAPSULE"
26109,A,5/30/2012,"MINSHENG GROUP SHAOXING PHARMACEUTICAL CO LTD","ALENDRONATE SODIUM"
26110,A,5/31/2012,"CATALENT PHARMA SOLUTIONS LLC","WC3042-05, CAPSULE"
26111,A,5/29/2012,"ZHUHAI UNITED LABORATORIES CO LTD","POTASSIUM CLAVULANATE - MICROCRYSTALLINE CELLULOSE (1:1) "
26112,A,5/31/2012,"CAMBREX CHARLES CITY INC","DICLOFENAC EPOLAMINE"
26113,A,6/04/2012,"HETERO DRUGS LTD",TETRABENAZINE
26116,A,6/04/2012,"HETERO LABS LTD","ERLOTINIB HYDROCHLORIDE"
26117,A,5/30/2012,"MYLAN LABORATORIES LTD","ADEFOVIR DIPIVOXIL"
26122,A,6/04/2012,"HETERO LABS LTD","ATORVASTATIN CALCIUM TRIHYDRATE (FORM I)"
26123,A,5/28/2012,"SHARON BIO MEDICINE LTD","TELMISARTAN USP"
26126,A,6/04/2012,"TEVA PHARMACEUTICAL INDUSTRIES LTD",AZACITIDINE
26127,A,6/05/2012,"POSH CHEMICALS PRIVATE LTD","SULFASALAZINE USP"
26128,A,6/05/2012,"KYOWA PHARMA CHEMICAL CO LTD","TRANEXAMIC ACID DRUG SUBSTANCE"
26131,A,6/06/2012,"HETERO DRUGS LTD",GABAPENTIN
26132,A,5/25/2012,"SHANDONG XINHUA PHARMACEUTICAL CO LTD","AMLODIPINE BESYLATE"
26136,A,6/07/2012,"HETERO DRUGS LTD",LACOSAMIDE
26137,A,6/08/2012,"SUNNY PHARMTECH INC",CYCLOPHOSPHAMIDE
26138,A,6/27/2012,"ALEMBIC PHARMACEUTICALS LTD","DARIFENACIN HYDROBROMIDE"
26139,A,4/05/2013,"MACLEODS PHARMACEUTICALS LTD",TADALAFIL
26142,A,6/08/2012,"NERPHARMA SRL","BENDAMUSTINE HYDROCHLORIDE MONOHYDRATE DRUG SUBSTANCE"
26143,A,4/28/2012,"ZHEJIANG HUAHAI PHARMACEUTICAL CO LTD","OLMESARTAN MEDOXOMIL USP"
26144,A,7/17/2012,"UBE INDUSTRIES LTD","DS-1442B DRUG SUBSTANCE"
26145,A,7/02/2012,"CADILA HEALTHCARE LTD","PHENTERMINE HYDROCHLORIDE USP"
26146,A,4/18/2011,"SIGNA SA DE CV","GEIBROZIL USP (GEA PROCESS)"
26147,A,6/08/2012,"STANDARD CHEM AND PHARM CO LTD",RILUZOLE
26148,A,6/12/2012,"FARMABIOS SPA","FLUNISOLIDE HEMIHYDRATE (MICRONIZED)"
26150,A,2/08/2012,"SIGNA SA DE CV","ROSUVASTATIN CALCIUM "
26151,A,6/09/2012,"MSN PHARMACHEM PRIVATE LTD","MILNACIPRAN HYDROCHLORIDE [ROUTE CODE -MR""]"
26153,A,6/01/2012,"SYMBIOTICA SPECIALITY INGREDIENTS SDN BHD","MOMETASONE FUROATE "
26156,A,6/08/2012,"MSN LABORATORIES PRIVATE LTD","AMBRISENTAN [ROUTE CODE - AB]"
26158,A,5/28/2012,"PARABOLIC DRUGS LTD","BOSENTAN MONOHYDRATE"
26159,A,6/15/2012,"CKD BIO CORP","RIFAMYCIN O, NON-STERILE API "
26163,A,6/11/2012,"ZHEJIANG JIUZHOU PHARMACEUTICAL CO LTD","VENLAFAXINE HYDROCHLORIDE CRYSTALLINE FORM B"
26164,A,6/07/2012,"CENTAUR PHARMACEUTICALS PVT LTD",ES-ZOPICLONE
26166,A,6/19/2012,"SYMBIOTEC PHARMALAB PRIVATE LTD","TESTOSTERONE ENANTHATE, USP "
26167,A,7/07/2012,"CADILA PHARMACEUTICALS LTD","VALSARTAN USP (PROCESS 2)"
26170,A,1/23/2013,"CIPLA LTD","IMATINIB MESYLATE (A-FORM)"
26172,A,6/07/2012,"CHONGQING PHAR SCIN CO LTD","HYDROTALCITE NON STERILE, DRUG SUBSTANCE"
26173,A,10/26/2012,"SUN PHARMACEUTICAL INDUSTRIES LTD","FESOTERODINE FUMARATE"
26174,A,10/09/2012,"SUN PHARMACEUTICAL INDUSTRIES LTD",LACOSAMIDE
26176,A,6/28/2012,"UNIMARK REMEDIES LTD","NITROFURANTOIN ANHYDROUS USP (MACROCRYSTALS)"
26177,A,7/13/2012,"ORCHID CHEMICALS AND PHARMACEUTICALS LTD","ALMOTRIPTAN MALATE"
26178,A,6/22/2012,"HETERO DRUGS LTD","RITONAVIR PREMIX AMORPHOUS"
26179,A,6/25/2012,"DISHMAN PHARMACEUTICALS AND CHEMICALS LTD","CETIRIZINE HYDROCHLORIDE"
26180,A,6/22/2012,"DELTA BIOTECH SA",TRAVOPROST
26181,A,6/22/2012,"DELTA BIOTECH SA",LATANOPROST
26182,A,7/11/2012,"GLOPEC INTERNATIONAL INC",ACITRETIN
26184,A,6/28/2012,"ASENCE PHARMA PRIVATE LTD","AMPHOTERICIN B USP [ORAL GRADE]"
26185,A,6/28/2012,"HETERO LABS LTD","ESCITALOPRAM OXALATE (PROCESS II)"
26189,A,6/29/2012,"FRESENIUS KABI ANTI INFECTIVES SRL","HETACILLIN POTASSIUM STERILE"
26191,A,6/29/2012,"CRYSTAL PHARMA SAU","CLOBETASOL PROPIONATE MICRONIZED"
26195,A,7/02/2012,"NEULAND LABORATORIES LTD","PALIPERIDONE PALMITATE "
26198,A,7/10/2012,"CTX LIFE SCIENCES PVT LTD","OLMESARTAN MEDOXOMIL"
26200,A,7/03/2012,"UNION QUIMICO FARMACEUTICA SA (UQUIFA SA)",LINEZOLID
26204,A,7/09/2012,"HETERO DRUGS LTD","DORZOLAMIDE HYDROCHLORIDE (PROCESS II)"
26205,A,6/29/2012,"PCI SYNTHESIS",PCI-114234
26207,A,7/10/2012,"HETERO LABS LTD","PAZOPANIB HYDROCHLORIDE"
26209,A,10/23/2012,"GLENMARK PHARMACEUTICALS LTD",RUFINAMIDE
26213,A,8/05/2012,"AVA INC","CHLORHEXIDINE GLUCONATE 20% SOLUTION, USP "
26214,A,11/09/2012,"LUPIN LTD","ATORVASTATIN CALCIUM AMORPHOUS USP"
26215,A,2/06/2013,"LUPIN LTD","ATORVASTATIN CALCIUM TRIHYDRATE USP"
26218,A,7/12/2012,"DELAVAU LLC","CALCIUM CARBONATE/MAGNESIUM HYDROXIDE GRANULATION "
26223,A,7/16/2012,"ASYMCHEM LABORATORIES TIANJIN CO LTD","DEXMEDETOMIDINE HYDROCHLORIDE "
26224,A,12/17/2012,"IROKO PHARMACEUTICALS LLC","ZORVOLEX® (DICLOFENAC) CAPSULES"
26226,A,11/28/2012,"TARO PHARMACEUTICAL INDUSTRIES LTD","OXICONAZOLE NITRATE, MICRONIZED"
26228,A,10/26/2012,"UNIV TEXAS MD ANDERSON CANCER CENTER","3'-DEOXY-3'-[F-18] FLUOROTHYMIDINE (18F-FLT) INJECTION"
26229,A,7/31/2012,"APOGEPHA ARZNEIMITTEL GMBH",P4
26230,A,6/22/2012,"ZHEJIANG HUAHAI PHARMACEUTICAL CO LTD","EPROSARTAN MESYLATE"
26235,A,7/13/2012,"APOTEX PHARMACHEM INDIA PVT LTD","CABERGOLINE USP"
26236,A,7/12/2012,"PERRIGO API LTD",ROTIGOTINE
26239,A,8/01/2012,"AUROBINDO PHARMA LTD","ESOMEPRAZOLE MAGNESIUM DIHYDRATE"
26241,A,9/04/2012,"ALEMBIC PHARMACEUTICALS LTD API DIV ","FESOTERODINE FUMARATE"
26242,A,7/17/2012,"LAURUS LABS LTD","EFAVIRENZ USP (PROCESS-2)"
26245,A,7/23/2012,"DISHMAN PHARMACEUTICALS AND CHEMICALS LTD","TRANS CHLOROATOVAQUONE"
26246,A,7/31/2012,"CTX LIFE SCIENCES PVT LTD","PREGABALIN "
26247,A,8/10/2012,"HEBEI JIHENG GROUP PHARMACEUTICAL CO LTD",ACETAMINOPHEN
