Active Ingredient,Product Brand Name,Form,Dosage,TE Code,Product Application Type,Product Application No,Product Applicant Name,Marketing Status,Product Marketer Name
MESALAMINE,CANASA,SUPPOSITORY;RECTAL,"1GM,500MG",NULL,NDA,21252,FOREST LABS LLC,Discontinued,EndoCeutics Inc.
MESALAMINE,CANASA,SUPPOSITORY;RECTAL,"1GM,500MG",NULL,NDA,21252,FOREST LABS LLC,Discontinued,Mckesson Rxpak Inc
MESALAMINE,CANASA,SUPPOSITORY;RECTAL,"1GM,500MG",NULL,NDA,21252,FOREST LABS LLC,Discontinued,"Physicians Total Care, Inc."
MESALAMINE,LIALDA,"TABLET,DELAYEDRELEASE;ORAL",1.2GM,AB,NDA,22000,SHIRE,Prescription,Avera McKennan Hospital
MESALAMINE,LIALDA,"TABLET,DELAYEDRELEASE;ORAL",1.2GM,AB,NDA,22000,SHIRE,Prescription,KAISER FOUNDATION HOSPITALS
MESALAMINE,LIALDA,"TABLET,DELAYEDRELEASE;ORAL",1.2GM,AB,NDA,22000,SHIRE,Prescription,Shire US Manufacturing Inc.
MESALAMINE,PENTASA,"CAPSULE,EXTENDEDRELEASE;ORAL","250MG,500MG",NULL,NDA,20049,SHIRE,Prescription,Avera McKennan Hospital
MESALAMINE,PENTASA,"CAPSULE,EXTENDEDRELEASE;ORAL","250MG,500MG",NULL,NDA,20049,SHIRE,Prescription,Cardinal Health
MESALAMINE,PENTASA,"CAPSULE,EXTENDEDRELEASE;ORAL","250MG,500MG",NULL,NDA,20049,SHIRE,Prescription,Carilion Materials Management
MESALAMINE,PENTASA,"CAPSULE,EXTENDEDRELEASE;ORAL","250MG,500MG",NULL,NDA,20049,SHIRE,Prescription,Prasco Laboratories
MESALAMINE,PENTASA,"CAPSULE,EXTENDEDRELEASE;ORAL","250MG,500MG",NULL,NDA,20049,SHIRE,Prescription,Shire US Manufacturing Inc.
MESALAMINE,ROWASA,SUPPOSITORY;RECTAL,500MG,NULL,NDA,19919,MEDA PHARMS,Discontinued,NULL
MESALAMINE,SFROWASA,ENEMA;RECTAL,4GM/60ML,AB,NDA,19618,MYLAN SPECIALITY LP,Prescription,"GAVIS Pharmaceuticals, LLC"
MESALAMINE,SFROWASA,ENEMA;RECTAL,4GM/60ML,AB,NDA,19618,MYLAN SPECIALITY LP,Prescription,"ANI Pharmaceuticals, Inc."
MESALAMINE,SFROWASA,ENEMA;RECTAL,4GM/60ML,AB,NDA,19618,MYLAN SPECIALITY LP,Prescription,Franklin Pharmaceutical LLC
MESALAMINE,SFROWASA,ENEMA;RECTAL,4GM/60ML,AB,NDA,19618,MYLAN SPECIALITY LP,Prescription,Meda Pharmaceuticals
MESNA,MESNEX,INJECTABLE;INTRAVENOUS,100MG/ML,AP,NDA,19884,BAXTER HLTHCARE,Prescription,Baxter Healthcare Corporation
MESNA,MESNEX,TABLET;ORAL,400MG,NULL,NDA,20855,BAXTER HLTHCARE,Prescription,Baxter Healthcare Corporation
MESORIDAZINE BESYLATE,SERENTIL,CONCENTRATE;ORAL,EQ25MGBASE/ML,NULL,NDA,16997,NOVARTIS,Discontinued,NULL
MESORIDAZINE BESYLATE,SERENTIL,INJECTABLE;INJECTION,EQ25MGBASE/ML,NULL,NDA,16775,NOVARTIS,Discontinued,NULL
MESORIDAZINE BESYLATE,SERENTIL,TABLET;ORAL,"EQ10MGBASE,EQ25MGBASE,EQ50MGBASE,EQ100MGBASE",NULL,NDA,16774,NOVARTIS,Discontinued,NULL
MESTRANOL;NORETHINDRONE,NORINYL,TABLET;ORAL-20,"0.1MG;2MG,0.05MG;1MG",NULL,NDA,13625,ACTAVIS LABS UT INC,Discontinued,NULL
MESTRANOL;NORETHINDRONE,NORINYL 1+50 21-DAY,TABLET;ORAL-21,"0.1MG;2MG,0.05MG;1MG",NULL,NDA,13625,ACTAVIS LABS UT INC,Discontinued,NULL
MESTRANOL;NORETHINDRONE,NORINYL 1+50 28-DAY,TABLET;ORAL-28,0.05MG;1MG,NULL,NDA,16659,ACTAVIS LABS UT INC,Prescription,"Actavis Pharma, Inc."
MESTRANOL;NORETHINDRONE,NORINYL 1+50 28-DAY,TABLET;ORAL-28,0.05MG;1MG,NULL,NDA,16659,ACTAVIS LABS UT INC,Prescription,"Watson Pharma, Inc."
MESTRANOL;NORETHINDRONE,NORINYL 1+80 21-DAY,TABLET;ORAL-21,0.08MG;1MG,NULL,NDA,16724,GD SEARLE LLC,Discontinued,NULL
MESTRANOL;NORETHINDRONE,NORINYL 1+80 28-DAY,TABLET;ORAL-28,0.08MG;1MG,NULL,NDA,16725,GD SEARLE LLC,Discontinued,NULL
MESTRANOL;NORETHINDRONE,ORTHO-NOVUM 1/50 21,TABLET;ORAL-21,"0.06MG;10MG,0.05MG;1MG,0.1MG;2MG",NULL,NDA,12728,ORTHO MCNEIL PHARM,Discontinued,NULL
MESTRANOL;NORETHINDRONE,ORTHO-NOVUM 1/50 28,TABLET;ORAL-28,0.05MG;1MG,NULL,NDA,16709,ORTHO MCNEIL JANSSEN,Discontinued,NULL
MESTRANOL;NORETHINDRONE,ORTHO-NOVUM 1/80 21,TABLET;ORAL-21,"0.08MG;1MG,0.08MG;1MG",NULL,NDA,16715,ORTHO MCNEIL PHARM,Discontinued,NULL
MESTRANOL;NORETHINDRONE,ORTHO-NOVUM 1/80 28,TABLET;ORAL-28,"0.08MG;1MG,0.08MG;1MG",NULL,NDA,16715,ORTHO MCNEIL PHARM,Discontinued,NULL
MESTRANOL;NORETHINDRONE,ORTHO-NOVUM 10-21,TABLET;ORAL-21,"0.06MG;10MG,0.05MG;1MG,0.1MG;2MG",NULL,NDA,12728,ORTHO MCNEIL PHARM,Discontinued,NULL
MESTRANOL;NORETHINDRONE,ORTHO-NOVUM 2-21,TABLET;ORAL-21,"0.06MG;10MG,0.05MG;1MG,0.1MG;2MG",NULL,NDA,12728,ORTHO MCNEIL PHARM,Discontinued,NULL
MESTRANOL;NORETHYNODREL,ENOVID,TABLET;ORAL,"0.15MG;9.85MG,0.075MG;5MG,0.075MG;5MG,0.1MG;2.5MG,0.1MG;2.5MG",NULL,NDA,10976,GD SEARLE LLC,Discontinued,NULL
MESTRANOL;NORETHYNODREL,ENOVID,TABLET;ORAL-20,"0.15MG;9.85MG,0.075MG;5MG,0.075MG;5MG,0.1MG;2.5MG,0.1MG;2.5MG",NULL,NDA,10976,GD SEARLE LLC,Discontinued,NULL
MESTRANOL;NORETHYNODREL,ENOVID-E,TABLET;ORAL-20,"0.15MG;9.85MG,0.075MG;5MG,0.075MG;5MG,0.1MG;2.5MG,0.1MG;2.5MG",NULL,NDA,10976,GD SEARLE LLC,Discontinued,NULL
MESTRANOL;NORETHYNODREL,ENOVID-E 21,TABLET;ORAL-21,"0.15MG;9.85MG,0.075MG;5MG,0.075MG;5MG,0.1MG;2.5MG,0.1MG;2.5MG",NULL,NDA,10976,GD SEARLE LLC,Discontinued,NULL
METAPROTERENOL SULFATE,ALUPENT,"AEROSOL,METERED;INHALATION",0.65MG/INH,NULL,NDA,16402,BOEHRINGER INGELHEIM,Discontinued,NULL
METAPROTERENOL SULFATE,ALUPENT,SOLUTION;INHALATION,5%,NULL,NDA,17659,BOEHRINGER INGELHEIM,Discontinued,NULL
METAPROTERENOL SULFATE,ALUPENT,SOLUTION;INHALATION,"0.60%,0.40%",NULL,NDA,18761,BOEHRINGER INGELHEIM,Discontinued,NULL
METAPROTERENOL SULFATE,ALUPENT,SYRUP;ORAL,10MG/5ML,NULL,NDA,17571,BOEHRINGER INGELHEIM,Discontinued,NULL
METAPROTERENOL SULFATE,ALUPENT,TABLET;ORAL,"20MG,10MG",NULL,NDA,15874,BOEHRINGER INGELHEIM,Discontinued,NULL
METARAMINOL BITARTRATE,ARAMINE,INJECTABLE;INJECTION,EQ10MGBASE/ML,NULL,NDA,9509,MERCK,Discontinued,NULL
METAXALONE,METAXALONE,TABLET;ORAL,640MG,NULL,NDA,22503,EPIC PHARMA LLC,Discontinued,NULL
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",AB,NDA,13217,KING PHARMS,Prescription,"Blenheim Pharmacal, Inc."
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",AB,NDA,13217,KING PHARMS,Prescription,Bryant Ranch Prepack
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",AB,NDA,13217,KING PHARMS,Prescription,Cardinal Health
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",AB,NDA,13217,KING PHARMS,Prescription,Carilion Materials Management
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",AB,NDA,13217,KING PHARMS,Prescription,"CorePharma, LLC"
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",AB,NDA,13217,KING PHARMS,Prescription,DIRECT RX
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",AB,NDA,13217,KING PHARMS,Prescription,"Dispensing Solutions, Inc."
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",AB,NDA,13217,KING PHARMS,Prescription,"H.J. Harkins Company, Inc."
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",AB,NDA,13217,KING PHARMS,Prescription,Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",AB,NDA,13217,KING PHARMS,Prescription,Lake Erie Medical DBA Quality Care Products LLC
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",AB,NDA,13217,KING PHARMS,Prescription,Northwind Pharmaceuticals
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",AB,NDA,13217,KING PHARMS,Prescription,"PD-Rx Pharmaceuticals, Inc."
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",AB,NDA,13217,KING PHARMS,Prescription,Pfizer Laboratories Div Pfizer Inc
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",AB,NDA,13217,KING PHARMS,Prescription,"Physicians Total Care, Inc."
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",AB,NDA,13217,KING PHARMS,Prescription,"Preferred Pharmaceuticals, Inc"
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",AB,NDA,13217,KING PHARMS,Prescription,"Preferred Pharmaceuticals, Inc."
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",AB,NDA,13217,KING PHARMS,Prescription,Rebel Distributors Corp
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",AB,NDA,13217,KING PHARMS,Prescription,STAT Rx USA LLC
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",AB,NDA,13217,KING PHARMS,Prescription,Unit Dose Services
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",NULL,NDA,13217,KING PHARMS,Discontinued,"Blenheim Pharmacal, Inc."
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",NULL,NDA,13217,KING PHARMS,Discontinued,Bryant Ranch Prepack
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",NULL,NDA,13217,KING PHARMS,Discontinued,Cardinal Health
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",NULL,NDA,13217,KING PHARMS,Discontinued,Carilion Materials Management
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",NULL,NDA,13217,KING PHARMS,Discontinued,"CorePharma, LLC"
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",NULL,NDA,13217,KING PHARMS,Discontinued,DIRECT RX
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",NULL,NDA,13217,KING PHARMS,Discontinued,"Dispensing Solutions, Inc."
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",NULL,NDA,13217,KING PHARMS,Discontinued,"H.J. Harkins Company, Inc."
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",NULL,NDA,13217,KING PHARMS,Discontinued,Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",NULL,NDA,13217,KING PHARMS,Discontinued,Lake Erie Medical DBA Quality Care Products LLC
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",NULL,NDA,13217,KING PHARMS,Discontinued,Northwind Pharmaceuticals
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",NULL,NDA,13217,KING PHARMS,Discontinued,"PD-Rx Pharmaceuticals, Inc."
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",NULL,NDA,13217,KING PHARMS,Discontinued,Pfizer Laboratories Div Pfizer Inc
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",NULL,NDA,13217,KING PHARMS,Discontinued,"Physicians Total Care, Inc."
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",NULL,NDA,13217,KING PHARMS,Discontinued,"Preferred Pharmaceuticals, Inc"
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",NULL,NDA,13217,KING PHARMS,Discontinued,"Preferred Pharmaceuticals, Inc."
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",NULL,NDA,13217,KING PHARMS,Discontinued,Rebel Distributors Corp
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",NULL,NDA,13217,KING PHARMS,Discontinued,STAT Rx USA LLC
METAXALONE,SKELAXIN,TABLET;ORAL,"800MG,400MG",NULL,NDA,13217,KING PHARMS,Discontinued,Unit Dose Services
METFORMIN HYDROCHLORIDE,FORTAMET,"TABLET,EXTENDEDRELEASE;ORAL","500MG,1GM",AB2,NDA,21574,ANDRX LABS LLC,Prescription,"Actavis Pharma, Inc."
METFORMIN HYDROCHLORIDE,FORTAMET,"TABLET,EXTENDEDRELEASE;ORAL","500MG,1GM",AB2,NDA,21574,ANDRX LABS LLC,Prescription,Lake Erie Medical DBA Quality Care Products LLC
METFORMIN HYDROCHLORIDE,FORTAMET,"TABLET,EXTENDEDRELEASE;ORAL","500MG,1GM",AB2,NDA,21574,ANDRX LABS LLC,Prescription,"Physicians Total Care, Inc."
METFORMIN HYDROCHLORIDE,FORTAMET,"TABLET,EXTENDEDRELEASE;ORAL","500MG,1GM",AB2,NDA,21574,ANDRX LABS LLC,Prescription,Shionogi Inc.
METFORMIN HYDROCHLORIDE,GLUCOPHAGE,TABLET;ORAL,"500MG,850MG,1GM,625MG,750MG",AB,NDA,20357,BRISTOL MYERS SQUIBB,Prescription,Bristol-Myers Squibb Company
METFORMIN HYDROCHLORIDE,GLUCOPHAGE,TABLET;ORAL,"500MG,850MG,1GM,625MG,750MG",AB,NDA,20357,BRISTOL MYERS SQUIBB,Prescription,"PD-Rx Pharmaceuticals, Inc."
METFORMIN HYDROCHLORIDE,GLUCOPHAGE,TABLET;ORAL,"500MG,850MG,1GM,625MG,750MG",NULL,NDA,20357,BRISTOL MYERS SQUIBB,Discontinued,Bristol-Myers Squibb Company
METFORMIN HYDROCHLORIDE,GLUCOPHAGE,TABLET;ORAL,"500MG,850MG,1GM,625MG,750MG",NULL,NDA,20357,BRISTOL MYERS SQUIBB,Discontinued,"PD-Rx Pharmaceuticals, Inc."
METFORMIN HYDROCHLORIDE,GLUCOPHAGE XR,"TABLET,EXTENDEDRELEASE;ORAL","500MG,750MG",AB,NDA,21202,BRISTOL MYERS SQUIBB,Prescription,Bristol-Myers Squibb Company
METFORMIN HYDROCHLORIDE,GLUCOPHAGE XR,"TABLET,EXTENDEDRELEASE;ORAL","500MG,750MG",AB1,NDA,21202,BRISTOL MYERS SQUIBB,Prescription,Bristol-Myers Squibb Company
METFORMIN HYDROCHLORIDE,GLUMETZA,"TABLET,EXTENDEDRELEASE;ORAL","500MG,1GM",AB3,NDA,21748,SANTARUS INC,Prescription,"Depomed, Inc."
METFORMIN HYDROCHLORIDE,GLUMETZA,"TABLET,EXTENDEDRELEASE;ORAL","500MG,1GM",AB3,NDA,21748,SANTARUS INC,Prescription,Oceanside Pharmaceuticals
METFORMIN HYDROCHLORIDE,GLUMETZA,"TABLET,EXTENDEDRELEASE;ORAL","500MG,1GM",AB3,NDA,21748,SANTARUS INC,Prescription,"Santarus, Inc."
METFORMIN HYDROCHLORIDE,RIOMET,SOLUTION;ORAL,500MG/5ML,NULL,NDA,21591,SUN PHARM INDS LTD,Prescription,Ranbaxy Laboratories Inc.
METFORMIN HYDROCHLORIDE;PIOGLITAZONE HYDROCHLORIDE,ACTOPLUS MET,TABLET;ORAL,"500MG;EQ15MGBASE,850MG;EQ15MGBASE",AB,NDA,21842,TAKEDA PHARMS USA,Prescription,Cardinal Health
METFORMIN HYDROCHLORIDE;PIOGLITAZONE HYDROCHLORIDE,ACTOPLUS MET,TABLET;ORAL,"500MG;EQ15MGBASE,850MG;EQ15MGBASE",AB,NDA,21842,TAKEDA PHARMS USA,Prescription,"Physicians Total Care, Inc."
METFORMIN HYDROCHLORIDE;PIOGLITAZONE HYDROCHLORIDE,ACTOPLUS MET,TABLET;ORAL,"500MG;EQ15MGBASE,850MG;EQ15MGBASE",AB,NDA,21842,TAKEDA PHARMS USA,Prescription,"Takeda Pharmaceuticals America, Inc."
METFORMIN HYDROCHLORIDE;PIOGLITAZONE HYDROCHLORIDE,ACTOPLUS MET,TABLET;ORAL,"500MG;EQ15MGBASE,850MG;EQ15MGBASE",AB,NDA,21842,TAKEDA PHARMS USA,Prescription,Teva Pharmaceuticals USA
METFORMIN HYDROCHLORIDE;PIOGLITAZONE HYDROCHLORIDE,ACTOPLUS MET XR,"TABLET,EXTENDEDRELEASE;ORAL","1GM;EQ15MGBASE,1GM;EQ30MGBASE",NULL,NDA,22024,TAKEDA PHARMS USA,Prescription,"Takeda Pharmaceuticals America, Inc."
METFORMIN HYDROCHLORIDE;REPAGLINIDE,PRANDIMET,TABLET;ORAL,"500MG;1MG,500MG;2MG",NULL,NDA,22386,NOVO NORDISK INC,Discontinued,NULL
METFORMIN HYDROCHLORIDE;ROSIGLITAZONE MALEATE,AVANDAMET,TABLET;ORAL,"500MG;EQ1MGBASE,500MG;EQ2MGBASE,500MG;EQ4MGBASE,1GM;EQ2MGBASE,1GM;EQ4MGBASE",NULL,NDA,21410,SB PHARMCO,Discontinued,"Physicians Total Care, Inc."
METFORMIN HYDROCHLORIDE;SITAGLIPTIN PHOSPHATE,JANUMET,TABLET;ORAL,"500MG;EQ50MGBASE,1GM;EQ50MGBASE",NULL,NDA,22044,MERCK SHARP DOHME,Prescription,Merck Sharp & Dohme Corp.
METHACHOLINE CHLORIDE,PROVOCHOLINE,FORSOLUTION;INHALATION,"100MG/VIAL,1600MG/VIAL",NULL,NDA,19193,METHAPHARM,Prescription,Methapharm Inc.
METHADONE HYDROCHLORIDE,DOLOPHINE HYDROCHLORIDE,SYRUP;ORAL,"5MG,10MG,10MG/30ML",NULL,NDA,6134,WEST-WARD PHARMS INT,Discontinued,DIRECT RX
METHADONE HYDROCHLORIDE,DOLOPHINE HYDROCHLORIDE,SYRUP;ORAL,"5MG,10MG,10MG/30ML",NULL,NDA,6134,WEST-WARD PHARMS INT,Discontinued,Lake Erie Medical DBA Quality Care Products LLC
METHADONE HYDROCHLORIDE,DOLOPHINE HYDROCHLORIDE,SYRUP;ORAL,"5MG,10MG,10MG/30ML",NULL,NDA,6134,WEST-WARD PHARMS INT,Discontinued,"PD-Rx Pharmaceuticals, Inc."
METHADONE HYDROCHLORIDE,DOLOPHINE HYDROCHLORIDE,SYRUP;ORAL,"5MG,10MG,10MG/30ML",NULL,NDA,6134,WEST-WARD PHARMS INT,Discontinued,STAT Rx USA LLC
METHADONE HYDROCHLORIDE,DOLOPHINE HYDROCHLORIDE,SYRUP;ORAL,"5MG,10MG,10MG/30ML",NULL,NDA,6134,WEST-WARD PHARMS INT,Discontinued,West-Ward Pharmaceuticals Corp.
METHADONE HYDROCHLORIDE,DOLOPHINE HYDROCHLORIDE,TABLET;ORAL,"5MG,10MG,10MG/30ML",AA,NDA,6134,WEST-WARD PHARMS INT,Prescription,DIRECT RX
METHADONE HYDROCHLORIDE,DOLOPHINE HYDROCHLORIDE,TABLET;ORAL,"5MG,10MG,10MG/30ML",AA,NDA,6134,WEST-WARD PHARMS INT,Prescription,Lake Erie Medical DBA Quality Care Products LLC
METHADONE HYDROCHLORIDE,DOLOPHINE HYDROCHLORIDE,TABLET;ORAL,"5MG,10MG,10MG/30ML",AA,NDA,6134,WEST-WARD PHARMS INT,Prescription,"PD-Rx Pharmaceuticals, Inc."
METHADONE HYDROCHLORIDE,DOLOPHINE HYDROCHLORIDE,TABLET;ORAL,"5MG,10MG,10MG/30ML",AA,NDA,6134,WEST-WARD PHARMS INT,Prescription,STAT Rx USA LLC
METHADONE HYDROCHLORIDE,DOLOPHINE HYDROCHLORIDE,TABLET;ORAL,"5MG,10MG,10MG/30ML",AA,NDA,6134,WEST-WARD PHARMS INT,Prescription,West-Ward Pharmaceuticals Corp.
METHADONE HYDROCHLORIDE,METHADONE HYDROCHLORIDE,CONCENTRATE;ORAL,10MG/ML,AA,ANDA,40088,VISTAPHARM,Prescription,VistaPharm Inc
METHADONE HYDROCHLORIDE,METHADONE HYDROCHLORIDE,CONCENTRATE;ORAL,10MG/ML,AA,ANDA,40180,WEST-WARD PHARMS INT,Prescription,"Roxane Laboratories, Inc"
METHADONE HYDROCHLORIDE,METHADONE HYDROCHLORIDE,INJECTABLE;INJECTION,10MG/ML,AP,NDA,21624,MYLAN INSTITUTIONAL,Prescription,Mylan Institutional LLC
METHADONE HYDROCHLORIDE,METHADONE HYDROCHLORIDE,POWDER;FORRXCOMPOUNDING,"50GM/BOT,100GM/BOT,500GM/BOT",NULL,NDA,6383,MALLINCKRODT INC,Discontinued,"Mallinckrodt, Inc."
METHADONE HYDROCHLORIDE,METHADONE HYDROCHLORIDE,"TABLET,FORSUSPENSION;ORAL",40MG,AA,NDA,17058,WEST-WARD PHARMS INT,Prescription,West-Ward Pharmaceuticals Corp.
METHADONE HYDROCHLORIDE,METHADOSE,CONCENTRATE;ORAL,10MG/ML,AA,NDA,17116,MALLINCKRODT INC,Prescription,Atlantic Biologicals Corps
METHADONE HYDROCHLORIDE,METHADOSE,CONCENTRATE;ORAL,10MG/ML,AA,NDA,17116,MALLINCKRODT INC,Prescription,"Mallinckrodt, Inc."
METHADONE HYDROCHLORIDE,METHADOSE,TABLET;ORAL,"5MG,10MG",AA,ANDA,40050,MALLINCKRODT,Prescription,NULL
METHADONE HYDROCHLORIDE,WESTADONE,"TABLET,DISPERSIBLE;ORAL","2.5MG,5MG,10MG,40MG",NULL,NDA,17108,SANDOZ,Discontinued,NULL
METHADONE HYDROCHLORIDE,WESTADONE,"TABLET,EFFERVESCENT;ORAL","2.5MG,5MG,10MG,40MG",NULL,NDA,17108,SANDOZ,Discontinued,NULL
METHAMPHETAMINE HYDROCHLORIDE,DESOXYN,"TABLET,EXTENDEDRELEASE;ORAL","5MG,10MG,5MG,15MG",NULL,NDA,5378,RECORDATI RARE,Discontinued,"RECORDATI RARE DISEASES, INC."
METHAMPHETAMINE HYDROCHLORIDE,DESOXYN,TABLET;ORAL,"5MG,10MG,5MG,15MG",AA,NDA,5378,RECORDATI RARE,Prescription,"RECORDATI RARE DISEASES, INC."
METHANTHELINE BROMIDE,BANTHINE,TABLET;ORAL,50MG,NULL,NDA,7390,SHIRE,Discontinued,NULL
METHARBITAL,GEMONIL,TABLET;ORAL,100MG,NULL,NDA,8322,ABBVIE,Discontinued,NULL
METHAZOLAMIDE,METHAZOLAMIDE,TABLET;ORAL,"25MG,50MG",AB,ANDA,40001,ANI PHARMS INC,Prescription,"ANI Pharmaceuticals, Inc."
METHAZOLAMIDE,METHAZOLAMIDE,TABLET;ORAL,"25MG,50MG",AB,ANDA,40036,SANDOZ,Prescription,"Physicians Total Care, Inc."
METHAZOLAMIDE,METHAZOLAMIDE,TABLET;ORAL,"25MG,50MG",AB,ANDA,40036,SANDOZ,Prescription,Sandoz Inc
METHAZOLAMIDE,METHAZOLAMIDE,TABLET;ORAL,"25MG,50MG",AB,ANDA,40062,MIKART,Prescription,Carilion Materials Management
METHAZOLAMIDE,METHAZOLAMIDE,TABLET;ORAL,"25MG,50MG",AB,ANDA,40062,MIKART,Prescription,"Effcon Laboratories, Inc."
METHAZOLAMIDE,METHAZOLAMIDE,TABLET;ORAL,"25MG,50MG",AB,ANDA,40062,MIKART,Prescription,"Paddock Laboratories, LLC"
METHAZOLAMIDE,METHAZOLAMIDE,TABLET;ORAL,"25MG,50MG",NULL,ANDA,40011,APPLIED ANAL,Discontinued,NULL
METHAZOLAMIDE,METHAZOLAMIDE,TABLET;ORAL,"25MG,50MG",NULL,ANDA,40102,SANDOZ,Discontinued,NULL
METHAZOLAMIDE,NULL,TABLET;ORAL,"50MG,25MG",NULL,NDA,11721,LEDERLE,Discontinued,NULL
METHDILAZINE,TACARYL,"TABLET,CHEWABLE;ORAL","3.6MG,4MG/5ML,8MG",NULL,NDA,11950,WESTWOOD SQUIBB,Discontinued,NULL
METHDILAZINE HYDROCHLORIDE,TACARYL,SYRUP;ORAL,"3.6MG,4MG/5ML,8MG",NULL,NDA,11950,WESTWOOD SQUIBB,Discontinued,NULL
METHDILAZINE HYDROCHLORIDE,TACARYL,TABLET;ORAL,"3.6MG,4MG/5ML,8MG",NULL,NDA,11950,WESTWOOD SQUIBB,Discontinued,NULL
METHENAMINE HIPPURATE,HIPREX,TABLET;ORAL,1GM,AB,NDA,17681,US PHARM HOLDINGS,Prescription,"Leading Pharma, LLC"
METHENAMINE HIPPURATE,HIPREX,TABLET;ORAL,1GM,AB,NDA,17681,US PHARM HOLDINGS,Prescription,Sanofi-Aventis U.S. LLC
METHENAMINE HIPPURATE,HIPREX,TABLET;ORAL,1GM,AB,NDA,17681,US PHARM HOLDINGS,Prescription,Validus Pharmaceuticals LLC
METHENAMINE HIPPURATE,HIPREX,TABLET;ORAL,1GM,AB,NDA,17681,US PHARM HOLDINGS,Prescription,Winthrop U.S.
METHENAMINE HIPPURATE,UREX,TABLET;ORAL,1GM,AB,NDA,16151,CNTY LINE PHARMS,Prescription,Alvogen Inc.
METHENAMINE HIPPURATE,UREX,TABLET;ORAL,1GM,AB,NDA,16151,CNTY LINE PHARMS,Prescription,"County Line Pharmaceuticals, LLC"
METHIMAZOLE,TAPAZOLE,TABLET;ORAL,"5MG,10MG",NULL,NDA,7517,KING PHARMS,Discontinued,NULL
METHIXENE HYDROCHLORIDE,TREST,TABLET;ORAL,1MG,NULL,NDA,13420,NOVARTIS,Discontinued,NULL
METHOCARBAMOL,ROBAXIN,SOLUTION;IM-IV,1GM/10ML(100MG/ML),AP,NDA,11790,WEST-WARD PHARMS INT,Prescription,West-Ward Pharmaceuticals Corp.
METHOCARBAMOL,ROBAXIN,TABLET;ORAL,"500MG,750MG",AA,NDA,11011,AUXILIUM PHARMS LLC,Prescription,"Endo Pharmaceuticals, Inc."
METHOCARBAMOL,ROBAXIN,TABLET;ORAL,"500MG,750MG",AA,NDA,11011,AUXILIUM PHARMS LLC,Prescription,STAT RX USA LLC
METHOCARBAMOL,ROBAXIN-750,TABLET;ORAL,"500MG,750MG",AA,NDA,11011,AUXILIUM PHARMS LLC,Prescription,"Endo Pharmaceuticals, Inc."
METHOCARBAMOL,ROBAXIN-750,TABLET;ORAL,"500MG,750MG",AA,NDA,11011,AUXILIUM PHARMS LLC,Prescription,STAT RX USA LLC
METHOHEXITAL SODIUM,BREVITAL SODIUM,INJECTABLE;INJECTION,"500MG/VIAL,2.5GM/VIAL,5GM/VIAL,200MG/VIAL",NULL,NDA,11559,PAR STERILE PRODUCTS,Prescription,"Par Pharmaceutical, Inc."
